meeting_id,venue,wg,topic
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO Phase 5 enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 MIMO enhancements
RAN1_116,"Athens, Greece",RAN WG1,9.4.2.1: Study on solutions for Ambient IoT
RAN1_118,"Maastricht, Netherlands",RAN WG1,AIoT Carrier Wave Aspects
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NW Energy Saving Techniques
RAN1_116,"Athens, GR",RAN WG1,Physical Layer Specifications
RAN1_116,"Athens, Greece",RAN WG1,Waveform characteristics for NR-based ambient IoT
RAN1_118,"Maastricht, NL",RAN WG1,9.4.2.3 Downlink and uplink channel/signal aspects
RAN1_117,"Fukuoka city, Fukuoka, Japan",RAN WG1,Channel Model Enhancements for 7–24 GHz
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhancements for UE-initiated/event-driven beam management
RAN1_116,"Athens, Greece",RAN WG1,MBS enhancements for RedCap devices
RAN1_118,"Maastricht, Netherlands",RAN WG1,Physical layer procedures
RAN1_118b,"Hefei, China",RAN WG1,QCL relationship of SSBs transmitted with same block index
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR Physical Layer Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML for NR Positioning Enhancements
RAN1_116,"Athens, Greece",RAN WG1,9.4.2.4: Ambient IoT Waveform Characteristics
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Evolution of NR duplex operation: Sub-band full duplex (SBFD)
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,On-demand SSB SCell Operation
RAN1_118,"Maastricht, Netherlands",RAN WG1,Mobility Enhancements Phase 4
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR_MC_enh-Core
RAN1_119,"Orlando, US",RAN WG1,NR-NTN Uplink Capacity Enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Sidelink Enhancements for Release 18
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR duplex operation enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Semi-persistent CSI reporting enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,SRS Bandwidth Aggregation Impacts
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 AI/ML for NR Air Interface
RAN1_118,"Maastricht, NL",RAN WG1,PRG allocation for SBFD in Rel-19
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Positioning Enhancements
RAN1_118b,"Hefei, China",RAN WG1,On-demand SIB1 for idle/inactive UEs
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Channel model enhancements for 7-24 GHz
RAN1_119,"Orlando, US",RAN WG1,9.6.3: LP-WUS procedures
RAN1#118bis,"Pearl Function Room (2F) [Online Session], 3F rooms [Offline]",RAN WG1,Release 19 A-IoT/NTN/ISAC standardization
RAN1_118,"Maastricht, Netherlands",RAN WG1,IoT-NTN UL Capacity Enhancement
RAN1_118b,"Hefei, China",RAN WG1,NR-NTN Uplink Enhancement
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 NR Features Finalization
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Physical layer design for Rel-19 Ambient IoT
RAN1_118,"Maastricht, Netherlands",RAN WG1,CSI enhancements
RAN1_116,"Sevilla, Spain",SA5,Energy Efficiency Definitions
RAN1_116,Electronic meeting,SA2,5G Security Enhancements
RAN1_119,"Hefei, Anhui, China",RAN2,NR Carrier Configuration
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 Network Energy Savings Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Pre-Rel-18 NR Maintenance
RAN1_118b,"Hefei, China",RAN WG1,MIB contents of NCD-SSB
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 ISAC Deployment Scenarios
RAN1_119,"Orlando, USA",RAN WG1,IoT-NTN TDD Mode
RAN1_118,Netherlands,RAN WG1,Rel-18 MBS Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,NR Duplex Operation Enhancements
RAN1_119,"Orlando, US",RAN WG1,NR MIMO Phase 5 CSI Enhancements
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,38.202 CR for SL CA/SL PRS support
RAN1_119,"Orlando, US",RAN WG1,ISAC Channel Modelling
RAN1_116,"Athens, Greece",RAN WG1,AI/ML for NR air interface
RAN1_116,"Athens, Greece",RAN WG1,AI/ML for air interface enhancements
RAN1_116,"Athens, Greece",RAN WG1,Case 1 dormancy operation
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,SSB-TimeOffset Reference Point Discussion
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 XR Phase 3 Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,NR-NTN Phase 3 Work Item Discussion
RAN1_119,"Orlando, US",RAN WG1,Enabling TX/RX for XR during RRM measurements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhancements for XR during RRM measurements
RAN1_118,"Maastricht, NL",RAN WG1,Rel-17 RedCap UE behavior correction
RAN1_117,"Fukuoka City, Japan",RAN WG1,LP-WUS Standardization
RAN1_116b,"Changsha, Hunan province, China",RAN WG1,XR enhancements for NR Phase 3
RAN1_119,"Orlando, USA",RAN WG1,Physical layer procedures
RAN1_116,"Athens, Greece",RAN WG1,"February 26th – March 1st, 2024 3GPP TSG RAN WG1 Meeting"
RAN1_116,"Athens, Greece",RAN WG1,Dynamic switching between DFT-S-OFDM and CP-OFDM
RAN1_119,"Orlando, USA",RAN WG1,NR Physical Layer Enhancements
RAN1_119,"Orlando, US",RAN WG1,LP-WUS enhancements for NR power saving
RAN1_117,"Fukuoka, Japan",RAN WG1,NR NTN Uplink Enhancements
RAN1_118b,"Hefei, Anhui, China",RAN WG1,On-demand SIB1 for idle/inactive mode UEs
RAN1_119,"Orlando, US",RAN WG1,LP-WUS operation in connected modes
RAN1_119,"Orlando, USA",RAN WG1,Enhancement for asymmetric DL sTRP/UL mTRP scenarios
RAN1_119,"Orlando, US",RAN WG1,Measurements for LTM Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,AI/ML-based Positioning Data Collection
RAN1_118,"Maastricht, NL",RAN WG1,6G Ambient IoT Architecture
RAN1_119,"Orlando, US",RAN WG1,AI/ML Positioning
RAN1_119,"Orlando, USA",RAN WG1,Mobility Enhancements Phase 4
RAN1_118b,"Hefei, China",RAN WG1,SBFD Random Access Operation
RAN1_118,"Maastricht, NL",RAN WG1,Evaluation assumptions for Ambient IoT in NR
RAN1_118,"Maastricht, NL",RAN WG1,Rel-19 asymmetric DL sTRP/UL mTRP enhancements
RAN1_119,"Orlando, USA",RAN WG1,Physical layer specifications for NR and Ambient IoT
RAN1_117,"Fukuoka, Japan",RAN WG1,NR NTN enhancements for RedCap devices
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 NR Coverage Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,Clarification of UCI multiplexing on Msg3 PUSCH
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,On-demand SIB1 transmission mechanisms
RAN1_117,"Fukuoka, Japan",RAN WG1,NR Sidelink and Positioning Enhancements
RAN1_116,Greece,RAN WG1,NR Physical Layer Enhancements
RAN1_119,"Orlando, US",RAN WG1,UE-initiated beam reporting procedures
RAN1_119,"Orlando, US",RAN WG1,Enabling Tx/Rx for XR during RRM measurements
RAN1_116b,"Changsha, Hunan Province, CN",RAN WG1,NR-NTN Downlink Coverage Enhancement
RAN1_119,"Orlando, US",RAN WG1,E-UTRAN Measurement in IoT-NTN
RAN1_117,"Fukuoka, Japan",RAN WG1,Duplex Evolution
RAN1_116,"Athens, Greece",RAN WG1,Radio Access Network standardization
RAN1_119,"Orlando, US",RAN WG1,ISAC Channel Modeling
RAN1_116,"Athens, Greece",RAN WG1,Remaining issues on UE features for coverage enhancement
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Type-2 CG PUSCH for HD UE in TDD CA
RAN1_117,"Fukuoka, Japan",RAN WG1,IoT NTN Uplink Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Device architectures for Ambient IoT
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR RedCap specifications
RAN1_119,"Orlando, USA",RAN WG1,Evolution of NR Duplex Operation
RAN1_118,"Maastricht, NL",RAN WG1,AI/ML Beam Management
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,UCI multiplexing on MSG3 PUSCH
RAN1_118,"Maastricht, NL",RAN WG1,NR MBS Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer specifications for NR and LTE
RAN1_116b,"Changsha, China",RAN WG1,NR NTN Phase 3 Uplink Capacity Enhancements
RAN1_116,"Athens, Greece",RAN WG1,7.1 - Clarification on CSI dropping with UCI multiplexing
RAN1_116,"Athens, Greece",RAN WG1,3GPP TSG-RAN WG1 Meeting #116
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,General aspects of physical layer design for Ambient IoT
RAN1_116,"Athens, Greece",RAN WG1,Radio Access Network
RAN1_118b,"Hefei, Anhui Province, China",RAN WG1,AI/ML for NR Air Interface
RAN1_116,"Athens, GR",RAN WG1,9.11.1: NR NTN Phase-3 Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Pre-Rel-18 E-UTRA maintenance
RAN1_118,"Maastricht, NL",RAN WG1,Maintenance of 8TX UL MIMO Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,SRS power scaling
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,NR UE Power Saving Enhancements
RAN1_116,"Athens, Greece",RAN WG1,Physical Layer Protocol Development
RAN1_116,"Athens, Greece",RAN WG1,NR MIMO Evolution
RAN1_118b,"Hefei, China",RAN WG1,NR Power Saving Enhancements
RAN1_116b,"Changsha, China",RAN WG1,Positioning MAC Agreements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MAC and Physical Layer Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,Common signal/channel adaptation for Network Energy Saving
RAN1_118b,"Hefei, China",RAN WG1,9.4.2.3 - Physical channels/signals for AIoT
RAN1_118b,"Hefei, China",RAN WG1,Study on Ambient IoT Frame Structure
RAN1_118,"Maastricht, NL",RAN WG1,9.11.1: Downlink coverage enhancement for NR NTN
RAN1_116b,"Changsha, China",RAN WG4,Continued discussions on Rel-18 features
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Sidelink Enhancements (NR_SL_enh2-Core)
RAN1_118,"Maastricht, NL",RAN WG1,NR MIMO Enhancements for Rel-19
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Channel Model Validation for 7-24 GHz
RAN1_116b,"Athens, Greece",RAN WG4,UE Capability Requirements for Positioning
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,XR enhancements in RRM measurement gaps
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Multi-Cell Scheduling Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,CSI prediction evaluation and standardization
RAN1_117,"Fukuoka City, Fukuoka, Japan",TSG-RAN WG1,NR Positioning Enhancements
RAN1_118,"Maastricht, NL",TSG-RAN WG1,NR Multicast Enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,UE features for MBS
RAN1_116b,"Changsha, China",RAN WG1,AI/ML for CSI prediction enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,Rel-19 Network Energy Saving (NES)
RAN1_118b,"Hefei, China",RAN WG1,Uplink Capacity/Throughput Enhancement for NR-NTN
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,AI/ML based positioning enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,5G/NR Physical Layer Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Ambient IoT physical layer aspects
RAN1_117,"Fukuoka City, Japan",RAN WG1,NR Duplex Evolution
RAN1_118,"Maastricht, NL",RAN WG1,Rel-18 Multi-Carrier Enhancements
RAN1_116,"Athens, Greece",RAN WG1,NR and LTE Physical Layer Development
RAN1_118b,"Hefei, China",RAN WG1,NR MIMO Evolution for DL/UL-Core
RAN1_118b,"Hefei, China",RAN WG1,Physical Layer Procedures
RAN1_118b,"Hefei, China",RAN WG1,NR FeMIMO-Core Work Item Discussion
RAN1_118,"Maastricht, Netherlands",RAN WG1,Measurements related enhancements for LTM
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 multi-carrier enhancements
RAN1_118,"Maastricht, Nederland",TSG-RAN WG1,AI 9.5.3: Adaptation of common signalling for R19 NES
RAN1_119,"Orlando, US",RAN WG1,NR Mobility Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Enhancement of network energy savings for NR
RAN1_116,"Athens, Greece",RAN WG1,9.10.1: XR enhancements for NR Phase 3
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,A-IoT Frame Structure and Timing Aspects
RAN1_116,"Athens, Greece",RAN WG1,9.4.2.4 - CW waveform characteristics for A-IoT
RAN1_118b,"Hefei, CN",RAN WG1,NR-NTN Uplink Enhancements
RAN1_118b,"Hefei, China",RAN WG1,NR-NTN Downlink Coverage Enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Ambient IoT Device Architectures
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,9.11.1: Downlink Coverage Enhancement for NR NTN
RAN1_118,"Maastricht, NL",RAN WG1,Enhancements for UE-initiated/event-driven beam management
RAN1_119,"Orlando, US",RAN WG1,AI/ML-based Beam Management
RAN1_116b,"Changsha, P.R. China",RAN WG1,SBFD random access operation
RAN1_118,"Maastricht, NL",RAN WG1,NR Duplex Enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,DL-AoD measurements in NR-PRU-DL-Info
RAN1_118,"Maastricht, NL",RAN WG1,3GPP NR Physical Layer Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,AI/ML Model and Data Handling
RAN1_119,"Orlando, US",RAN WG1,NR NTN Phase 3 Enhancements
RAN1_117,"Fukuoka City, Fukuoka, JP",RAN WG1,NR-NTN Enhancements
RAN1_119,"Orlando, US",RAN WG1,Rel-19 CSI enhancements
RAN1_116,"Athens, Greece",RAN WG1,NR Multi-Carrier Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,Radio interface physical layer specifications
RAN1_118,"Maastricht, Netherlands",RAN WG1,3GPP TSG RAN WG1 Meeting #118
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,AI/ML for beam management
RAN1_117,"Fukuoka, Japan",RAN WG1,HARQ-ACK multiplexing in PUSCH repetitions
RAN1_116,"Athens, Greece",TSG-RAN WG1,NR MBS Core Specifications
RAN1_116,"Athens, Greece",RAN WG1,5G-Advanced Evolution
RAN1_118b,"Hefei, China",RAN WG1,CSI Feedback Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-18 MIMO DMRS2
RAN1_118b,"Hefei, China",RAN WG1,SBFD operation enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Channel model enhancements for 7-24 GHz
RAN1_118,"Fukuoka City, Fukuoka, Japan",RAN WG4,SSB-TimeOffset Reference Point Discussion
RAN1_117,"Fukuoka, Japan",RAN WG1,Type 3 PH Reporting for mTRP/STx2P
RAN1_116b,"Changsha, China",RAN WG1,NR UE features for sub-5MHz spectrum in FR1
RAN1_117,"Fukuoka, Japan",RAN WG1,Subband Full Duplex Design
RAN1_118b,"Hefei, China",RAN WG1,9.1.4.1 AI/ML for NR Air Interface
RAN1_118b,"Hefei, China",RAN WG1,Enhancements for UE-initiated/Event-driven Beam Management
RAN1_118,"Maastricht, NL",RAN WG1,9.7.1
RAN1_117,"Fukuoka, Japan",RAN WG1,Downlink Coverage Enhancements for NR NTN
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Physical layer design for A-IoT
RAN1_116,"Athens, Greece",RAN WG1,Physical Layer Procedures Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 AI/ML for Beam Management
RAN1_119,"Orlando, USA",RAN WG1,Measurements related enhancements for LTM
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-19 NR MIMO Enhancements
RAN1_118,"Maastricht, Netherlands",RAN1,AI/ML for NR Positioning
RAN1_118,,RAN WG1,MAC-CE Impact Analysis for Sub-Agenda 9.2.4
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Ambient IoT Evaluation Methodology
RAN1_116,"Athens, Greece",RAN WG1,Agenda Item 5: NTN system parameters above 10 GHz
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML Air Interface Enhancements
RAN1_119,"Orlando, US, November 18th – 22nd, 2024",RAN WG1,NR NTN Phase 3 Enhancements
RAN1_116,"Athens, Greece",RAN WG1,3-antenna-port codebook-based transmissions
RAN1_119,"Orlando, USA",RAN WG1,LP-WUS/WUR for NR
RAN1_119,"Orlando, US",RAN WG1,SSB Configuration and Adaptation
RAN1_118,"Maastricht, Netherlands",RAN WG1,9.4.2.4: Ambient IoT Solutions
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN1,NTN Synchronization Parameters
RAN1_118b,"Hefei, China",RAN WG1,Physical layer protocols
RAN1_118b,"Hefei, China",RAN WG1,NR MIMO evolution for DL/UL
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Agenda Item 9.10.1: XR enhancements
RAN1_119,"Orlando, FL, USA",RAN WG1,Uplink Capacity Enhancement for IoT-NTN
RAN1_119,"Orlando, US",RAN WG1,Rel-19 Measurement Enhancements for LTM
RAN1_119,"Orlando, US",RAN WG1,Clarification of DCI format 1_3 determination for HARQ-ACK codebooks
RAN1_118b,"Hefei, China",RAN1,Physical layer protocol development
RAN1_118,"Maastricht, Netherlands",RAN WG1,LP-WUS Procedures in CONNECTED Mode
RAN1_116b,"Maastricht, NL",RAN,Rel-19 Work Item discussions
RAN1_116b,"Changsha, China",RAN WG1,Agenda Item 8.4: Improved GNSS operations for IoT NTN
RAN1_116,"Athens, Greece",RAN WG1,CR on reportQuantity configurations in TS 38.212
RAN1_119,"Orlando, USA",RAN WG1,On-demand SIB1 for NES
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR NTN enhancements for RedCap/eRedCap UEs
RAN1_116b,"Changsha, China",RAN WG1,NR NTN Enhancements in FR2
RAN1_117,"Fukuoka, Japan",RAN WG1,A-IoT channel/signal aspects
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 NR Sidelink Evolution
RAN1_117,"Changsha, China",RAN WG2,NR Positioning Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,5G Advanced Enhancements
RAN1_118b,"Hefei, Anhui, China",RAN WG1,Evolution of NR duplex operation enhancements
RAN1_116,"Athens, Greece",RAN WG1,UE Features for XR and Coverage Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS Operation in Idle/Inactive Modes
RAN1_118b,"Hefei, China",RAN WG1,AI/ML Model and Data Standardization
RAN1_116b,"Changsha, China",RAN WG1,UCI multiplexing in PUSCH transmissions
RAN1_116,"Athens, Greece",RAN WG1,NTN Enhancements
RAN1_119,"Orlando, US",RAN WG1,AIoT Channel/Signal Design
RAN1_118,"Maastricht, NL",RAN WG1,Physical layer specifications for NR and LTE
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Enhancements of network energy savings for NR
RAN1_118b,"Hefei, CN",RAN WG1,NR-NTN Uplink Capacity/Throughput Enhancement
RAN1_117,"Fukuoka, Japan",RAN WG1,SBFD Standardization
RAN1_118,"Maastricht, the Netherlands",RAN WG1,AI/ML for NR Air Interface
RAN1_116b,"Changsha, China",RAN1,Per UE energy consumption in RAN
RAN WG1 #118bis,"Hefei, China",RAN WG1,Release 18 Maintenance & Release 19 Work Items
RAN1_118b,"Hefei, China",RAN WG1,Maintenance on Rel-18 work items - Positioning
RAN1_117,"Fukuoka, Japan",RAN WG1,Physical layer design for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,9.9.1: Measurements for LTM
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS operation in CONNECTED modes
RAN1_118,"Maastricht, Netherlands",RAN WG1,On-demand SSB operation for Scell
RAN1_118,"Maastricht, Netherlands",RAN WG1,ISAC Channel Modelling
RAN1_119,"Orlando, USA",RAN WG1,9.4.1.2 Ambient IoT device architectures
RAN1_118b,"Hefei, China",RAN WG1,NR Sidelink Enhancements Discussion
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Correction on CAPC determination for multi-channel access procedures
RAN1_116,"Athens, Greece",RAN WG1,Multi-carrier Enhancements for NR
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,LP-WUS procedures in CONNECTED mode
RAN1_118b,"Hefei, China",RAN WG1,NR-NTN enhancements for (e)RedCap UEs
RAN1_118,"Maastricht, Netherlands",RAN WG1,Enabling TX/RX for XR during RRM measurements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS Operation for IDLE/INACTIVE UEs
RAN1_118,"Maastricht, Netherlands",RAN WG1,Study on channel modelling enhancements for 7–24GHz for NR
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-17 RedCap remaining issues
RAN1_119,"Orlando, USA",RAN WG1,Multi-cell scheduling enhancements
RAN1_119,"Orlando, US",RAN WG1,Channel Modelling for ISAC
RAN1_118b,"Hefei, China",RAN WG1,FR3 channel modeling enhancements
RAN1_119,"Orlando, FL, USA",RAN WG1,AI 9.5.3: Adaptation of common signaling for R19 NES
RAN1_119,"Orlando, US",RAN WG1,A-IoT Channel/Signal Design
RAN1_119,"Orlando, US",RAN WG1,9.6.3 - LP-WUS Operation
RAN1_116b,"Changsha, China",RAN1,Physical Layer Enhancements
RAN1_116b,"Changsha, China",RAN WG1,5G NR Physical Layer Specifications
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Study on Ambient IoT Evaluation Methodology
RAN1_116,"Athens, Greece",RAN WG1,NR MIMO enhancements for Rel-19
RAN1_116b,"Changsha, People’s Republic of China",RAN WG1,Non-Terrestrial Networks (NTN) for IoT Phase 3
RAN1_119,"Orlando, USA",RAN WG1,5G Advanced Physical Layer Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Non-Terrestrial Networks for NR Phase 3 and Internet of Things Phase 3
RAN1_119,"Orlando, US",RAN WG1,NR_FeMIMO enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,ISAC Channel Modeling
RAN1_118b,"Hefei, China",TSG-RAN WG1,HARQ-ACK codebook enhancements for multi-cell scheduling
RAN WG1 #119,"Orlando, US",RAN WG1,Study on channel modelling for ISAC
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Channel Model Adaptation for 7-24 GHz
RAN1_118,"Maastricht, Netherlands",RAN WG1,Waveform characteristics for Ambient IoT in NR
RAN1_116,"Athens, Greece",RAN WG1,9.4.2.2: Ambient IoT Physical Layer
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,ISAC channel modelling
RAN1_119,"Orlando, USA",RAN WG1,Rel-18 specification finalization
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR Positioning Maintenance for RedCap
RAN1_118b,"Hefei, China",RAN WG1,Channel modeling verification for 7-24 GHz
